rank,track_name,artist_name,year
24,it's a heartache,bonnie tyler,1978
25,we will rock you/we are the champions,queen,1978
26,baker street,gerry rafferty,1978
27,can't smile without you,barry manilow,1978
28,"too much, too little, too late",johnny mathis,1978
29,dance with me,peter brown,1978
30,two out of three ain't bad,meat loaf,1978
31,jack and jill,raydio,1978
32,take a chance on me,abba,1978
33,sometimes when we touch,dan hill,1978
34,last dance,donna summer,1978
35,hopelessly devoted to you,olivia newton-john,1978
36,hot blooded,foreigner,1978
37,you're in my heart (the final acclaim),rod stewart,1978
38,the closer i get to you,roberta flack,1978
39,dust in the wind,kansas,1978
40,magnet and steel,walter egan,1978
41,short people,randy newman,1978
42,use ta be my girl,the o'jays,1978
43,our love,natalie cole,1978
44,love will find a way,pablo cruise,1978
45,an everlasting love,andy gibb,1978
46,love is in the air,john paul young,1978
47,goodbye girl,david gates,1978
48,slip slidin' away,paul simon,1978
49,the groove line,heatwave,1978
50,thunder island,jay ferguson,1978
51,imaginary lover,atlanta rhythm section,1978
52,still the same,bob seger,1978
53,my angel baby,toby beau,1978
54,disco inferno,the trammps,1978
55,on broadway,george benson,1978
56,come sail away,styx,1978
57,(every time i turn around) back in love again,l.t.d.,1978
58,this time i'm in it for love,player,1978
59,you belong to me,carly simon,1978
60,here you come again,dolly parton,1978
61,blue bayou,linda ronstadt,1978
62,peg,steely dan,1978
63,you needed me,anne murray,1978
64,shame,"evelyn ""champagne"" king",1978
65,reminiscing,little river band,1978
66,count on me,jefferson starship,1978
67,baby hold on,eddie money,1978
68,hey deanie,shaun cassidy,1978
69,summer nights,john travolta,1978
70,what's your name,lynyrd skynyrd,1978
71,don't it make my brown eyes blue,crystal gayle,1978
72,because the night,patti smith group,1978
73,every kinda people,robert palmer,1978
74,copacabana,barry manilow,1978
75,always and forever,heatwave,1978
76,you and i,rick james,1978
77,serpentine fire,"earth, wind",1978
78,sentimental lady,bob welch,1978
79,falling,leblanc,1978
80,don't let me be misunderstood,santa esmeralda,1978
81,bluer than blue,michael johnson,1978
82,running on empty,jackson browne,1978
83,whenever i call you 'friend',kenny loggins,1978
84,fool (if you think it's over),chris rea,1978
85,get off,foxy,1978
86,sweet talkin' woman,electric light orchestra,1978
87,life's been good,joe walsh,1978
88,i love the nightlife,alicia bridges,1978
89,you can't turn me off (in the middle of turning me on),high inergy,1978
90,it's so easy,linda ronstadt,1978
91,native new yorker,odyssey,1978
92,flash light,parliament,1978
93,don't look back,boston,1978
94,turn to stone,electric light orchestra,1978
95,i can't stand the rain,eruption,1978
96,ebony eyes,bob welch,1978
97,the name of the game,abba,1978
98,we're all alone,rita coolidge,1978
99,hollywood nights,bob seger,1978
100,deacon blues,steely dan,1978
1,my sharona,the knack,1979
2,bad girls,donna summer,1979
3,le freak,chic,1979
4,da ya think i'm sexy?,rod stewart,1979
5,reunited,peaches,1979
6,i will survive,gloria gaynor,1979
7,hot stuff,donna summer,1979
8,y.m.c.a.,village people,1979
9,ring my bell,anita ward,1979
10,sad eyes,robert john,1979
11,too much heaven,bee gees,1979
12,macarthur park,donna summer,1979
13,when you're in love with a beautiful woman,dr. hook,1979
14,makin' it,david naughton,1979
15,fire,the pointer sisters,1979
16,tragedy,bee gees,1979
17,a little more love,olivia newton-john,1979
18,heart of glass,blondie,1979
19,what a fool believes,the doobie brothers,1979
20,good times,chic,1979
21,you don't bring me flowers,neil diamond,1979
22,knock on wood,amii stewart,1979
23,stumblin' in,suzi quatro,1979
24,lead me on,maxine nightingale,1979
25,shake your body (down to the ground),the jacksons,1979
26,don't cry out loud,melissa manchester,1979
27,the logical song,supertramp,1979
28,my life,billy joel,1979
29,just when i needed you most,randy vanwarmer,1979
30,you can't change that,raydio,1979
31,shake your groove thing,peaches,1979
32,i'll never love this way again,dionne warwick,1979
33,love you inside out,bee gees,1979
34,i want you to want me,cheap trick,1979
35,the main event/fight,barbra streisand,1979
36,mama can't buy you love,elton john,1979
37,i was made for dancin',leif garrett,1979
38,after the love has gone,"earth, wind",1979
39,heaven knows,donna summer and brooklyn dreams,1979
40,the gambler,kenny rogers,1979
41,lotta love,nicolette larson,1979
42,lady,little river band,1979
43,heaven must have sent you,bonnie pointer,1979
44,hold the line,toto,1979
45,he's the greatest dancer,sister sledge,1979
46,sharing the night together,dr. hook,1979
47,she believes in me,kenny rogers,1979
48,in the navy,village people,1979
49,music box dancer,frank mills,1979
50,the devil went down to georgia,the charlie daniels band,1979
51,gold,john stewart,1979
52,goodnight tonight,wings,1979
53,we are family,sister sledge,1979
54,rock 'n' roll fantasy,bad company,1979
55,every 1's a winner,hot chocolate,1979
56,take me home,cher,1979
57,boogie wonderland,"earth, wind",1979
58,(our love) don't throw it all away,andy gibb,1979
59,what you won't do for love,bobby caldwell,1979
60,new york groove,ace frehley,1979
61,sultans of swing,dire straits,1979
62,i want your love,chic,1979
63,chuck e.'s in love,rickie lee jones,1979
64,i love the nightlife,alicia bridges,1979
65,ain't no stoppin' us now,mcfadden,1979
66,lonesome loser,little river band,1979
67,renegade,styx,1979
68,love is the answer,england dan,1979
69,got to be real,cheryl lynn,1979
70,born to be alive,patrick hernandez,1979
71,shine a little love,electric light orchestra,1979
72,i just fall in love again,anne murray,1979
73,shake it,ian matthews,1979
74,i was made for lovin' you,kiss,1979
75,i just wanna stop,gino vannelli,1979
76,disco nights (rock-freak),gq,1979
77,ooo baby baby,linda ronstadt,1979
78,september,"earth, wind",1979
79,time passages,al stewart,1979
80,rise,herb alpert,1979
81,don't bring me down,electric light orchestra,1979
82,promises,eric clapton,1979
83,get used to it,roger voudouris,1979
84,how much i feel,ambrosia,1979
85,suspicions,eddie rabbitt,1979
86,you take my breath away,rex smith,1979
87,how you gonna see me now,alice cooper,1979
88,double vision,foreigner,1979
89,everytime i think of you,the babys,1979
90,i got my mind made up (you can get it girl),instant funk,1979
91,don't stop 'til you get enough,michael jackson,1979
92,"bad case of loving you (doctor, doctor)",robert palmer,1979
93,somewhere in the night,barry manilow,1979
94,we've got tonight,bob seger,1979
95,dance the night away,van halen,1979
96,dancin' shoes,nigel olsson,1979
97,the boss,diana ross,1979
98,sail on,commodores,1979
99,i do love you,gq,1979
100,strange way,firefall,1979
1,call me,blondie,1980
2,"another brick in the wall, part ii",pink floyd,1980
3,magic,olivia newton-john,1980
4,rock with you,michael jackson,1980
5,do that to me one more time,captain,1980
6,crazy little thing called love,queen,1980
7,coming up,paul mccartney,1980
8,funkytown,lipps inc,1980
9,it's still rock and roll to me,billy joel,1980
10,the rose,bette midler,1980
11,escape (the pií±a colada song),rupert holmes,1980
12,cars,gary numan,1980
13,cruisin,smokey robinson,1980
14,"working my way back to you/forgive me, girl",the spinners,1980
15,lost in love,air supply,1980
16,little jeannie,elton john,1980
17,ride like the wind,christopher cross,1980
18,upside down,diana ross,1980
19,please don't go,kc and the sunshine band,1980
20,babe,styx,1980
21,with you i'm born again,billy preston and syreeta,1980
22,shining star,the manhattans,1980
23,still,commodores,1980
24,"yes, i'm ready",teri desario,1980
25,sexy eyes,dr. hook,1980
26,steal away,robbie dupree,1980
27,biggest part of me,ambrosia,1980
28,this is it,kenny loggins,1980
29,cupid/i've loved you for a long time,the spinners,1980
30,let's get serious,jermaine jackson,1980
31,don't fall in love with a dreamer,kenny rogers,1980
32,sailing,christopher cross,1980
33,longer,dan fogelberg,1980
34,coward of the county,kenny rogers,1980
35,ladies' night,kool,1980
36,too hot,kool,1980
37,take your time (do it right),the s.o.s. band,1980
38,no more tears (enough is enough),barbra streisand,1980
39,more love,kim carnes,1980
40,pop muzik,m,1980
41,brass in pocket,the pretenders,1980
42,special lady,"ray, goodman",1980
43,send one your love,stevie wonder,1980
44,the second time around,shalamar,1980
45,we don't talk anymore,cliff richard,1980
46,stomp!,the brothers johnson,1980
47,heartache tonight,eagles,1980
48,tired of toein' the line,rocky burnette,1980
49,better love next time,dr. hook,1980
50,him,rupert holmes,1980
51,against the wind,bob seger and the silver bullet band,1980
52,on the radio,donna summer,1980
53,emotional rescue,the rolling stones,1980
54,rise,herb alpert,1980
55,all out of love,air supply,1980
56,cool change,little river band,1980
57,you're only lonely,j.d. souther,1980
58,desire,andy gibb,1980
59,let my love open the door,pete townshend,1980
60,romeo's tune,steve forbert,1980
61,daydream believer,anne murray,1980
62,i can't tell you why,eagles,1980
63,don't let go,isaac hayes,1980
64,don't do me like that,tom petty and the heartbreakers,1980
65,she's out of my life,michael jackson,1980
66,fame,irene cara,1980
67,fire lake,bob seger and the silver bullet band,1980
68,how do i make you,linda ronstadt,1980
69,into the night,benny mardones,1980
70,let me love you tonight,pure prairie league,1980
71,misunderstanding,genesis,1980
72,an american dream,the dirt band,1980
73,one fine day,carole king,1980
74,dim all the lights,donna summer,1980
75,you may be right,billy joel,1980
76,should've never let you go,neil,1980
77,pilot of the airwaves,charlie dore,1980
78,hurt so bad,linda ronstadt,1980
79,off the wall,michael jackson,1980
80,i pledge my love,peaches,1980
81,the long run,eagles,1980
82,stand by me,mickey gilley,1980
83,heartbreaker,pat benatar,1980
84,déjí  vu,dionne warwick,1980
85,drivin' my life away,eddie rabbitt,1980
86,take the long way home,supertramp,1980
87,sara,fleetwood mac,1980
88,wait for me,hall,1980
89,jojo,boz scaggs,1980
90,september morn,neil diamond,1980
91,give me the night,george benson,1980
92,broken hearted me,anne murray,1980
93,you decorated my life,kenny rogers,1980
94,tusk,fleetwood mac,1980
95,i wanna be your lover,prince,1980
96,in america,charlie daniels band,1980
97,breakdown dead ahead,boz scaggs,1980
98,ships,barry manilow,1980
99,all night long,joe walsh,1980
100,refugee,tom petty and the heartbreakers,1980
1,bette davis eyes,kim carnes,1981
2,endless love,diana ross,1981
3,lady,kenny rogers,1981
4,(just like) starting over,john lennon,1981
5,jessie's girl,rick springfield,1981
6,celebration,kool,1981
7,kiss on my list,hall,1981
8,i love a rainy night,eddie rabbitt,1981
9,9 to 5,dolly parton,1981
10,keep on loving you,reo speedwagon,1981
11,theme from the greatest american hero (believe it or not),joey scarbury,1981
12,morning train (nine to five),sheena easton,1981
13,being with you,smokey robinson,1981
14,queen of hearts,juice newton,1981
15,rapture,blondie,1981
16,a woman needs love (just like you do),raydio,1981
17,the tide is high,blondie,1981
18,just the two of us,"grover washington, jr.",1981
19,slow hand,the pointer sisters,1981
20,i love you,climax blues band,1981
21,woman,john lennon,1981
22,sukiyaki,a taste of honey,1981
23,the winner takes it all,abba,1981
24,stars on 45 medley,stars on 45,1981
25,angel of the morning,juice newton,1981
26,love on the rocks,neil diamond,1981
27,every woman in the world,air supply,1981
28,the one that you love,air supply,1981
29,guilty,barbra streisand,1981
30,the best of times,styx,1981
31,elvira,the oak ridge boys,1981
32,take it on the run,reo speedwagon,1981
33,(there's) no gettin' over me,ronnie milsap,1981
34,living inside myself,gino vannelli,1981
35,woman in love,barbra streisand,1981
36,the boy from new york city,the manhattan transfer,1981
37,urgent,foreigner,1981
38,passion,rod stewart,1981
39,lady (you bring me up),commodores,1981
40,crying,don mclean,1981
41,hearts,marty balin,1981
42,it's my turn,diana ross,1981
43,you make my dreams,hall,1981
44,i don't need you,kenny rogers,1981
45,how 'bout us,champaign,1981
46,hit me with your best shot,pat benatar,1981
47,the breakup song (they don't write 'em),the greg kihn band,1981
48,time,the alan parsons project,1981
49,hungry heart,bruce springsteen,1981
50,sweetheart,franke and the knockouts,1981
51,somebody's knockin',terri gibbs,1981
52,more than i can say,leo sayer,1981
53,together,tierra,1981
54,too much time on my hands,styx,1981
55,what are we doin' in love,dottie west,1981
56,who's crying now,journey,1981
57,"de do do do, de da da da",the police,1981
58,this little girl,gary u.s. bonds,1981
59,stop draggin' my heart around,stevie nicks,1981
60,giving it up for your love,delbert mcclinton,1981
61,a little in love,cliff richard,1981
62,america,neil diamond,1981
63,ain't even done with the night,john cougar,1981
64,arthur's theme (best that you can do),christopher cross,1981
65,another one bites the dust,queen,1981
66,games people play,the alan parsons project,1981
67,i can't stand it,eric clapton,1981
68,while you see a chance,steve winwood,1981
69,master blaster (jammin'),stevie wonder,1981
70,hello again,neil diamond,1981
71,don't stand so close to me,the police,1981
72,hey nineteen,steely dan,1981
73,i ain't gonna stand for it,stevie wonder,1981
74,all those years ago,george harrison,1981
75,step by step,eddie rabbitt,1981
76,the stroke,billy squier,1981
77,feels so right,alabama,1981
78,sweet baby,stanley clarke,1981
79,same old lang syne,dan fogelberg,1981
80,cool love,pablo cruise,1981
81,hold on tight,electric light orchestra,1981
82,it's now or never,john schneider,1981
83,treat me right,pat benatar,1981
